site,date,non.salad,salad,salad.ratio,Total.meals,Product.source,Florida,FTS,Other.Source,FTS.Florida,FTS.Start,White,Black,Hispanic,Asian,Other,Asian.Other,Total,Offerd.BC,Offered.Salad,Offered.Mexican,Offered.Pizza,Offered.Sandwich,Offered.HB,Offered.Italian,Offered.Other,Mandarin,Chef ,Taco,Chicken.Chop,Fajita,Chicken.Tender,Salad.LO ,Chicken.Smacker,Total Students,Free Lunch,Reduced Lunch,Free,Reduced,Paid
Idylwild ,4/12/2016,630,19,0.0293,649,2,0,1,0,1,1,22.4,54,12.4,4.7,5.4,10.1,98.9,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,803,575,12,0.716064757,0.01494396,0.268991283
Littlewood ,4/12/2016,525,19,0.0349,544,2,0,1,0,1,1,41.1,32.5,13.6,4.4,8.3,12.7,99.9,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,720,333,13,0.4625,0.018055556,0.519444444
Meadowbrook,4/12/2016,332,2,0.006,334,2,0,1,0,1,1,54.7,20.2,10.4,5.8,8.6,14.4,99.7,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,810,256,35,0.316049383,0.043209877,0.640740741
Metcalfe,4/12/2016,249,10,0.0386,259,2,0,1,0,1,1,7.3,88.3,0,0,0,0,95.6,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,316,262,2,0.829113924,0.006329114,0.164556962
Newberry,4/12/2016,384,20,0.0495,404,2,0,1,0,1,1,61.5,16.7,12,0,8.2,8.2,98.4,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,609,261,11,0.428571429,0.018062397,0.553366174
Norton,4/12/2016,500,9,0.0177,509,2,0,1,0,1,1,48.4,27.2,8.6,5.3,10.1,15.4,99.6,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,673,0,0,0,0,1
Rawlings,4/12/2016,335,24,0.0669,359,2,0,1,0,1,1,0,91.3,3.8,0,4.1,4.1,99.2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,264,229,0,0.867424242,0,0.132575758
Terwilliger,4/12/2016,506,15,0.0288,521,1,0,0,1,0,1,21.8,53.9,12.5,0,10.8,10.8,99,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,680,496,11,0.729411765,0.016176471,0.254411765
Williams,4/12/2016,463,2,0.0043,465,2,0,1,0,1,1,11,73.1,2.8,9.2,3.7,12.9,99.8,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,628,435,3,0.692675159,0.00477707,0.302547771
Finley,4/13/2016,329,2,0.006,331,2,0,1,0,1,1,36.6,26.4,19.9,11.9,4.9,16.8,99.7,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,650,246,3,0.378461538,0.004615385,0.616923077
Foster,4/13/2016,372,10,0.0262,382,2,0,1,0,1,1,32.1,42.7,9.1,6.9,9,15.9,99.8,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,529,280,12,0.529300567,0.02268431,0.448015123
Glen,4/13/2016,195,4,0.0201,199,2,0,1,0,1,1,55.7,25,8.7,2,7.9,9.9,99.3,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,499,244,21,0.488977956,0.042084168,0.468937876
Idylwild ,4/13/2016,564,92,0.1402,656,2,0,1,0,1,1,22.4,54,12.4,4.7,5.4,10.1,98.9,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,803,575,12,0.716064757,0.01494396,0.268991283
Littlewood ,4/13/2016,508,17,0.0324,525,2,0,1,0,1,1,41.1,32.5,13.6,4.4,8.3,12.7,99.9,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,720,333,13,0.4625,0.018055556,0.519444444
Meadowbrook,4/13/2016,322,14,0.0417,336,2,0,1,0,1,1,54.7,20.2,10.4,5.8,8.6,14.4,99.7,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,810,256,35,0.316049383,0.043209877,0.640740741
Metcalfe,4/13/2016,230,20,0.08,250,2,0,1,0,1,1,7.3,88.3,0,0,0,0,95.6,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,316,262,2,0.829113924,0.006329114,0.164556962
Newberry,4/13/2016,381,16,0.0403,397,2,0,1,0,1,1,61.5,16.7,12,0,8.2,8.2,98.4,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,609,261,11,0.428571429,0.018062397,0.553366174
Norton,4/13/2016,522,28,0.0509,550,2,0,1,0,1,1,48.4,27.2,8.6,5.3,10.1,15.4,99.6,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,673,0,0,0,0,1
Rawlings,4/13/2016,323,35,0.0978,358,2,0,1,0,1,1,0,91.3,3.8,0,4.1,4.1,99.2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,264,229,0,0.867424242,0,0.132575758
Terwilliger,4/13/2016,502,15,0.029,517,1,0,0,1,0,1,21.8,53.9,12.5,0,10.8,10.8,99,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,680,496,11,0.729411765,0.016176471,0.254411765
Williams,4/13/2016,489,3,0.0061,492,2,0,1,0,1,1,11,73.1,2.8,9.2,3.7,12.9,99.8,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,628,435,3,0.692675159,0.00477707,0.302547771
Idylwild ,4/14/2016,430,0,0,430,2,0,1,0,1,1,22.4,54,12.4,4.7,5.4,10.1,98.9,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,803,575,12,0.716064757,0.01494396,0.268991283
Littlewood ,4/14/2016,331,12,0.035,343,2,0,1,0,1,1,41.1,32.5,13.6,4.4,8.3,12.7,99.9,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,720,333,13,0.4625,0.018055556,0.519444444
Newberry,4/14/2016,309,6,0.019,315,2,0,1,0,1,1,61.5,16.7,12,0,8.2,8.2,98.4,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,609,261,11,0.428571429,0.018062397,0.553366174
Finley,4/15/2016,318,46,0.1264,364,2,0,1,0,1,1,36.6,26.4,19.9,11.9,4.9,16.8,99.7,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,650,246,3,0.378461538,0.004615385,0.616923077
Foster,4/15/2016,380,9,0.0231,389,2,0,1,0,1,1,32.1,42.7,9.1,6.9,9,15.9,99.8,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,529,280,12,0.529300567,0.02268431,0.448015123
Glen,4/15/2016,256,4,0.0154,260,2,0,1,0,1,1,55.7,25,8.7,2,7.9,9.9,99.3,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,499,244,21,0.488977956,0.042084168,0.468937876
Idylwild ,4/15/2016,552,95,0.1468,647,2,0,1,0,1,1,22.4,54,12.4,4.7,5.4,10.1,98.9,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,803,575,12,0.716064757,0.01494396,0.268991283
Lake.Forest ,4/15/2016,382,1,0.0026,383,2,0,1,0,1,1,14.7,76.7,2.7,0,4.9,4.9,99,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,352,312,1,0.886363636,0.002840909,0.110795455
Littlewood ,4/15/2016,530,15,0.0275,545,2,0,1,0,1,1,41.1,32.5,13.6,4.4,8.3,12.7,99.9,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,720,333,13,0.4625,0.018055556,0.519444444
Meadowbrook,4/15/2016,392,3,0.0076,395,2,0,1,0,1,1,54.7,20.2,10.4,5.8,8.6,14.4,99.7,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,810,256,35,0.316049383,0.043209877,0.640740741
Metcalfe,4/15/2016,229,20,0.0803,249,2,0,1,0,1,1,7.3,88.3,0,0,0,0,95.6,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,316,262,2,0.829113924,0.006329114,0.164556962
Newberry,4/15/2016,443,8,0.0177,451,2,0,1,0,1,1,61.5,16.7,12,0,8.2,8.2,98.4,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,609,261,11,0.428571429,0.018062397,0.553366174
Norton,4/15/2016,535,16,0.029,551,2,0,1,0,1,1,48.4,27.2,8.6,5.3,10.1,15.4,99.6,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,673,0,0,0,0,1
Rawlings,4/15/2016,354,6,0.0167,360,2,0,1,0,1,1,0,91.3,3.8,0,4.1,4.1,99.2,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,264,229,0,0.867424242,0,0.132575758
Terwilliger,4/15/2016,514,10,0.0191,524,1,0,0,1,0,1,21.8,53.9,12.5,0,10.8,10.8,99,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,680,496,11,0.729411765,0.016176471,0.254411765
Williams,4/15/2016,477,1,0.0021,478,2,0,1,0,1,1,11,73.1,2.8,9.2,3.7,12.9,99.8,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,628,435,3,0.692675159,0.00477707,0.302547771
Finley,4/18/2016,326,8,0.024,334,1,0,0,1,0,1,36.6,26.4,19.9,11.9,4.9,16.8,99.7,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,650,246,3,0.378461538,0.004615385,0.616923077
Foster,4/18/2016,351,10,0.0277,361,1,0,0,1,0,1,32.1,42.7,9.1,6.9,9,15.9,99.8,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,529,280,12,0.529300567,0.02268431,0.448015123
Glen,4/18/2016,177,6,0.0328,183,1,0,0,1,0,1,55.7,25,8.7,2,7.9,9.9,99.3,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,499,244,21,0.488977956,0.042084168,0.468937876
Idylwild ,4/18/2016,559,84,0.1306,643,1,0,0,1,0,1,22.4,54,12.4,4.7,5.4,10.1,98.9,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,803,575,12,0.716064757,0.01494396,0.268991283
Littlewood ,4/18/2016,524,20,0.0368,544,1,0,0,1,0,1,41.1,32.5,13.6,4.4,8.3,12.7,99.9,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,720,333,13,0.4625,0.018055556,0.519444444
Meadowbrook,4/18/2016,308,5,0.016,313,1,0,0,1,0,1,54.7,20.2,10.4,5.8,8.6,14.4,99.7,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,810,256,35,0.316049383,0.043209877,0.640740741
Metcalfe,4/18/2016,230,5,0.0213,235,1,0,0,1,0,1,7.3,88.3,0,0,0,0,95.6,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,316,262,2,0.829113924,0.006329114,0.164556962
Newberry,4/18/2016,366,26,0.0663,392,1,0,0,1,0,1,61.5,16.7,12,0,8.2,8.2,98.4,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,609,261,11,0.428571429,0.018062397,0.553366174
Norton,4/18/2016,448,13,0.0282,461,1,0,0,1,0,1,48.4,27.2,8.6,5.3,10.1,15.4,99.6,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,673,0,0,0,0,1
Rawlings,4/18/2016,363,4,0.0109,367,1,0,0,1,0,1,0,91.3,3.8,0,4.1,4.1,99.2,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,264,229,0,0.867424242,0,0.132575758
Terwilliger,4/18/2016,506,10,0.0194,516,1,0,0,1,0,1,21.8,53.9,12.5,0,10.8,10.8,99,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,680,496,11,0.729411765,0.016176471,0.254411765
Williams,4/18/2016,416,2,0.0048,418,1,0,0,1,0,1,11,73.1,2.8,9.2,3.7,12.9,99.8,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,628,435,3,0.692675159,0.00477707,0.302547771
Finley,4/19/2016,312,2,0.0064,314,1,0,0,1,0,1,36.6,26.4,19.9,11.9,4.9,16.8,99.7,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,650,246,3,0.378461538,0.004615385,0.616923077
Foster,4/19/2016,355,15,0.0405,370,1,0,0,1,0,1,32.1,42.7,9.1,6.9,9,15.9,99.8,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,529,280,12,0.529300567,0.02268431,0.448015123
Glen,4/19/2016,186,1,0.0053,187,1,0,0,1,0,1,55.7,25,8.7,2,7.9,9.9,99.3,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,499,244,21,0.488977956,0.042084168,0.468937876
Idylwild ,4/19/2016,642,33,0.0489,675,1,0,0,1,0,1,22.4,54,12.4,4.7,5.4,10.1,98.9,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,803,575,12,0.716064757,0.01494396,0.268991283
Lake.Forest ,4/19/2016,435,0,0,435,1,0,0,1,0,1,14.7,76.7,2.7,0,4.9,4.9,99,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,352,312,1,0.886363636,0.002840909,0.110795455
Littlewood ,4/19/2016,471,22,0.0446,493,1,0,0,1,0,1,41.1,32.5,13.6,4.4,8.3,12.7,99.9,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,720,333,13,0.4625,0.018055556,0.519444444
Meadowbrook,4/19/2016,326,2,0.0061,328,1,0,0,1,0,1,54.7,20.2,10.4,5.8,8.6,14.4,99.7,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,810,256,35,0.316049383,0.043209877,0.640740741
Metcalfe,4/19/2016,249,5,0.0197,254,1,0,0,1,0,1,7.3,88.3,0,0,0,0,95.6,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,316,262,2,0.829113924,0.006329114,0.164556962
Newberry,4/19/2016,346,22,0.0598,368,1,0,0,1,0,1,61.5,16.7,12,0,8.2,8.2,98.4,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,609,261,11,0.428571429,0.018062397,0.553366174
Norton,4/19/2016,399,9,0.0221,408,1,0,0,1,0,1,48.4,27.2,8.6,5.3,10.1,15.4,99.6,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,673,0,0,0,0,1
Rawlings,4/19/2016,357,2,0.0056,359,1,0,0,1,0,1,0,91.3,3.8,0,4.1,4.1,99.2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,264,229,0,0.867424242,0,0.132575758
Terwilliger,4/19/2016,497,25,0.0479,522,1,0,0,1,0,1,21.8,53.9,12.5,0,10.8,10.8,99,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,680,496,11,0.729411765,0.016176471,0.254411765
Williams,4/19/2016,396,9,0.0222,405,1,0,0,1,0,1,11,73.1,2.8,9.2,3.7,12.9,99.8,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,628,435,3,0.692675159,0.00477707,0.302547771
Foster,4/20/2016,400,10,0.0244,410,1,0,0,1,0,1,32.1,42.7,9.1,6.9,9,15.9,99.8,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,529,280,12,0.529300567,0.02268431,0.448015123
Glen,4/20/2016,190,1,0.0052,191,1,0,0,1,0,1,55.7,25,8.7,2,7.9,9.9,99.3,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,499,244,21,0.488977956,0.042084168,0.468937876
Idylwild ,4/20/2016,573,84,0.1279,657,1,0,0,1,0,1,22.4,54,12.4,4.7,5.4,10.1,98.9,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,803,575,12,0.716064757,0.01494396,0.268991283
Littlewood ,4/20/2016,516,20,0.0373,536,1,0,0,1,0,1,41.1,32.5,13.6,4.4,8.3,12.7,99.9,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,720,333,13,0.4625,0.018055556,0.519444444
Meadowbrook,4/20/2016,335,4,0.0118,339,1,0,0,1,0,1,54.7,20.2,10.4,5.8,8.6,14.4,99.7,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,810,256,35,0.316049383,0.043209877,0.640740741
Metcalfe,4/20/2016,249,10,0.0386,259,1,0,0,1,0,1,7.3,88.3,0,0,0,0,95.6,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,316,262,2,0.829113924,0.006329114,0.164556962
Newberry,4/20/2016,400,23,0.0544,423,1,0,0,1,0,1,61.5,16.7,12,0,8.2,8.2,98.4,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,609,261,11,0.428571429,0.018062397,0.553366174
Norton,4/20/2016,455,22,0.0461,477,1,0,0,1,0,1,48.4,27.2,8.6,5.3,10.1,15.4,99.6,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,673,0,0,0,0,1
Rawlings,4/20/2016,347,6,0.017,353,1,0,0,1,0,1,0,91.3,3.8,0,4.1,4.1,99.2,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,264,229,0,0.867424242,0,0.132575758
Terwilliger,4/20/2016,482,10,0.0203,492,1,0,0,1,0,1,21.8,53.9,12.5,0,10.8,10.8,99,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,680,496,11,0.729411765,0.016176471,0.254411765
Williams,4/20/2016,465,4,0.0085,469,1,0,0,1,0,1,11,73.1,2.8,9.2,3.7,12.9,99.8,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,628,435,3,0.692675159,0.00477707,0.302547771
Glen,4/21/2016,145,1,0.0068,146,1,0,0,1,0,1,55.7,25,8.7,2,7.9,9.9,99.3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,499,244,21,0.488977956,0.042084168,0.468937876
Meadowbrook,4/21/2016,245,9,0.0354,254,1,0,0,1,0,1,54.7,20.2,10.4,5.8,8.6,14.4,99.7,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,810,256,35,0.316049383,0.043209877,0.640740741
Newberry,4/21/2016,388,15,0.0372,403,1,0,0,1,0,1,61.5,16.7,12,0,8.2,8.2,98.4,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,609,261,11,0.428571429,0.018062397,0.553366174
Norton,4/21/2016,277,3,0.0107,280,1,0,0,1,0,1,48.4,27.2,8.6,5.3,10.1,15.4,99.6,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,673,0,0,0,0,1
Williams,4/21/2016,342,4,0.0116,346,1,0,0,1,0,1,11,73.1,2.8,9.2,3.7,12.9,99.8,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,628,435,3,0.692675159,0.00477707,0.302547771
Finley,4/22/2016,352,22,0.0588,374,1,0,0,1,0,1,36.6,26.4,19.9,11.9,4.9,16.8,99.7,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,650,246,3,0.378461538,0.004615385,0.616923077
Foster,4/22/2016,379,10,0.0257,389,1,0,0,1,0,1,32.1,42.7,9.1,6.9,9,15.9,99.8,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,529,280,12,0.529300567,0.02268431,0.448015123
Glen,4/22/2016,231,3,0.0128,234,1,0,0,1,0,1,55.7,25,8.7,2,7.9,9.9,99.3,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,499,244,21,0.488977956,0.042084168,0.468937876
Idylwild ,4/22/2016,514,129,0.2006,643,1,0,0,1,0,1,22.4,54,12.4,4.7,5.4,10.1,98.9,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,803,575,12,0.716064757,0.01494396,0.268991283
Littlewood ,4/22/2016,505,10,0.0194,515,1,0,0,1,0,1,41.1,32.5,13.6,4.4,8.3,12.7,99.9,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,720,333,13,0.4625,0.018055556,0.519444444
Meadowbrook,4/22/2016,334,3,0.0089,337,1,0,0,1,0,1,54.7,20.2,10.4,5.8,8.6,14.4,99.7,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,810,256,35,0.316049383,0.043209877,0.640740741
Metcalfe,4/22/2016,233,20,0.0791,253,1,0,0,1,0,1,7.3,88.3,0,0,0,0,95.6,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,316,262,2,0.829113924,0.006329114,0.164556962
Newberry,4/22/2016,364,5,0.0136,369,1,0,0,1,0,1,61.5,16.7,12,0,8.2,8.2,98.4,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,609,261,11,0.428571429,0.018062397,0.553366174
Norton,4/22/2016,541,15,0.027,556,1,0,0,1,0,1,48.4,27.2,8.6,5.3,10.1,15.4,99.6,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,673,0,0,0,0,1
Rawlings,4/22/2016,328,5,0.015,333,1,0,0,1,0,1,0,91.3,3.8,0,4.1,4.1,99.2,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,264,229,0,0.867424242,0,0.132575758
Terwilliger,4/22/2016,539,10,0.0182,549,1,0,0,1,0,1,21.8,53.9,12.5,0,10.8,10.8,99,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,680,496,11,0.729411765,0.016176471,0.254411765
Williams,4/22/2016,394,2,0.0051,396,1,0,0,1,0,1,11,73.1,2.8,9.2,3.7,12.9,99.8,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,628,435,3,0.692675159,0.00477707,0.302547771
Finley,4/25/2016,320,2,0.0062,322,2,0,1,0,1,1,36.6,26.4,19.9,11.9,4.9,16.8,99.7,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,650,246,3,0.378461538,0.004615385,0.616923077
Foster,4/25/2016,339,8,0.0231,347,2,0,1,0,1,1,32.1,42.7,9.1,6.9,9,15.9,99.8,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,529,280,12,0.529300567,0.02268431,0.448015123
Glen,4/25/2016,172,2,0.0115,174,2,0,1,0,1,1,55.7,25,8.7,2,7.9,9.9,99.3,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,499,244,21,0.488977956,0.042084168,0.468937876
Idylwild ,4/25/2016,618,35,0.0536,653,2,0,1,0,1,1,22.4,54,12.4,4.7,5.4,10.1,98.9,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,803,575,12,0.716064757,0.01494396,0.268991283
Lake.Forest ,4/25/2016,376,3,0.0079,379,2,0,1,0,1,1,14.7,76.7,2.7,0,4.9,4.9,99,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,352,312,1,0.886363636,0.002840909,0.110795455
Littlewood ,4/25/2016,515,14,0.0265,529,2,0,1,0,1,1,41.1,32.5,13.6,4.4,8.3,12.7,99.9,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,720,333,13,0.4625,0.018055556,0.519444444
Meadowbrook,4/25/2016,293,8,0.0266,301,2,0,1,0,1,1,54.7,20.2,10.4,5.8,8.6,14.4,99.7,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,810,256,35,0.316049383,0.043209877,0.640740741
Metcalfe,4/25/2016,223,5,0.0219,228,2,0,1,0,1,1,7.3,88.3,0,0,0,0,95.6,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,316,262,2,0.829113924,0.006329114,0.164556962
Newberry,4/25/2016,389,10,0.0251,399,2,0,1,0,1,1,61.5,16.7,12,0,8.2,8.2,98.4,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,609,261,11,0.428571429,0.018062397,0.553366174
Norton,4/25/2016,485,8,0.0162,493,2,0,1,0,1,1,48.4,27.2,8.6,5.3,10.1,15.4,99.6,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,673,0,0,0,0,1
Rawlings,4/25/2016,342,3,0.0087,345,2,0,1,0,1,1,0,91.3,3.8,0,4.1,4.1,99.2,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,264,229,0,0.867424242,0,0.132575758
Terwilliger,4/25/2016,403,115,0.222,518,1,0,0,1,0,1,21.8,53.9,12.5,0,10.8,10.8,99,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,680,496,11,0.729411765,0.016176471,0.254411765
Williams,4/25/2016,434,1,0.0023,435,1,0,0,1,0,1,11,73.1,2.8,9.2,3.7,12.9,99.8,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,628,435,3,0.692675159,0.00477707,0.302547771
Finley,4/26/2016,288,14,0.0464,302,2,0,1,0,1,1,36.6,26.4,19.9,11.9,4.9,16.8,99.7,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,650,246,3,0.378461538,0.004615385,0.616923077
Foster,4/26/2016,321,16,0.0475,337,1,0,0,1,0,1,32.1,42.7,9.1,6.9,9,15.9,99.8,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,529,280,12,0.529300567,0.02268431,0.448015123
Glen,4/26/2016,175,1,0.0057,176,1,0,0,1,0,1,55.7,25,8.7,2,7.9,9.9,99.3,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,499,244,21,0.488977956,0.042084168,0.468937876
Idylwild ,4/26/2016,608,41,0.0632,649,2,0,1,0,1,1,22.4,54,12.4,4.7,5.4,10.1,98.9,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,803,575,12,0.716064757,0.01494396,0.268991283
Littlewood ,4/26/2016,481,20,0.0399,501,1,0,0,1,0,1,41.1,32.5,13.6,4.4,8.3,12.7,99.9,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,720,333,13,0.4625,0.018055556,0.519444444
Meadowbrook,4/26/2016,294,5,0.0167,299,2,0,1,0,1,1,54.7,20.2,10.4,5.8,8.6,14.4,99.7,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,810,256,35,0.316049383,0.043209877,0.640740741
Metcalfe,4/26/2016,251,4,0.0157,255,2,0,1,0,1,1,7.3,88.3,0,0,0,0,95.6,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,316,262,2,0.829113924,0.006329114,0.164556962
Newberry,4/26/2016,363,34,0.0856,397,2,0,1,0,1,1,61.5,16.7,12,0,8.2,8.2,98.4,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,609,261,11,0.428571429,0.018062397,0.553366174
Norton,4/26/2016,496,19,0.0369,515,2,0,1,0,1,1,48.4,27.2,8.6,5.3,10.1,15.4,99.6,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,673,0,0,0,0,1
Rawlings,4/26/2016,327,6,0.018,333,2,0,1,0,1,1,0,91.3,3.8,0,4.1,4.1,99.2,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,264,229,0,0.867424242,0,0.132575758
Terwilliger,4/26/2016,504,25,0.0473,529,2,0,1,0,1,1,21.8,53.9,12.5,0,10.8,10.8,99,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,680,496,11,0.729411765,0.016176471,0.254411765
Williams,4/26/2016,439,3,0.0068,442,2,0,1,0,1,1,11,73.1,2.8,9.2,3.7,12.9,99.8,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,628,435,3,0.692675159,0.00477707,0.302547771
Finley,4/27/2016,301,1,0.0033,302,2,0,1,0,1,1,36.6,26.4,19.9,11.9,4.9,16.8,99.7,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,650,246,3,0.378461538,0.004615385,0.616923077
Foster,4/27/2016,323,17,0.05,340,2,0,1,0,1,1,32.1,42.7,9.1,6.9,9,15.9,99.8,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,529,280,12,0.529300567,0.02268431,0.448015123
Glen,4/27/2016,166,2,0.0119,168,2,0,1,0,1,1,55.7,25,8.7,2,7.9,9.9,99.3,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,499,244,21,0.488977956,0.042084168,0.468937876
Idylwild ,4/27/2016,645,11,0.0168,656,2,0,1,0,1,1,22.4,54,12.4,4.7,5.4,10.1,98.9,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,803,575,12,0.716064757,0.01494396,0.268991283
